age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32.0,Private,45796.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,usdHnba,White,Male,0.0,0.0,60.0,United-States,<=50K
28.0,Private,232653.0,INVALID,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,258102.0,Assoc-voc,11.0,INVALID,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K.
58.0,Local-gov,215245.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,37.0,United-States,<=50K
23.0,Private,42251.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K.
39.0,Federal-gov,382859.0,HS-grad,9.0,married-civ-spouse,Craft-repair,Husband,White,INVALID,0.0,0.0,40.0,United-States,>50K
46.0,Private,96080.0,9th,5.0,Separated,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,87535.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
57.0,Private,142924.0,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K.
54.0,Local-gov,108739.0,11th,7.0,Widowed,Protective-serv,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K.
28.0,Self-emp-inc,191129.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,65.0,United-States,INVALID
36.0,Self-emp-not-inc,295127.0,HS-grad,,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,<=50K
55.0,Private,110748.0,Bachelors,13.0,Married-civ-spouse,INVALID,Husband,White,Male,0.0,1887.0,40.0,United-States,12345
21.0,Private,129172.0,,10.0,Never-married,Other-service,INVALID,White,Male,2907.0,0.0,40.0,INVALID,<=50K.
45.0,Private,233511.0,tcmsacAs-d,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K.
57.0,State-gov,283635.0,Some-college,10.0,Divorced,,Not-in-family,White,FLEAEM,0.0,0.0,40.0,United-States,<=50K
31.0,Private,49325.0,HSdaqg-,9.0,Married-civ-spouse,Machine-op-inspct,Husband,INVALID,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,182862.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K.
59.0,Self-emp-not-inc,144071.0,INVALID,3.0,Married-civ-spouse,Other-service,Husband,White,Male,2580.0,0.0,15.0,El-Salvador,<=50K
72.0,Self-emp-not-inc,243769.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1429.0,20.0,United-States,<=50K.
46.0,Private,315671.0,7th-8th,4.0,Married-civ-spouse,aSesl,Wife,White,Female,0.0,0.0,30.0,United-States,<=50K.
32.0,,302845.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,48.0,United-States,<=50K
47.0,Private,198901.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,eMl,0.0,0.0,48.0,United-States,INVALID
43.0,Private,151504.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
47.0,SELF-EMP-INC,77764.0,Bachelors,13.0,INVALID,PROF-SPECIALTY,HUSBAND,White,Male,0.0,0.0,60.0,United-States,>50K.
60.0,Local-gov,232769.0,,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
21.0,Private,376929.0,5th-6th,3.0,Never-married,Priv-house-serv,Not-in-family,INVALID,INVALID,0.0,0.0,40.0,Mexico,<=50K
290,Private,291429.0,HS-GRAD,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
31.0,Private,174201.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K.
31.0,acLvgzoo-,402089.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,553405.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,50.0,,>50K
17.0,Private,438996.0,10th,6.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
34.0,Private,123270.0,INVALID,9.0,Married-civ-spouse,Craft-repair,Husband,White,male,0.0,0.0,40.0,United-States,>50K
21.0,Private,231160.0,Some-college,10.0,Never-married,Other-service,Own-child,White,INVALID,0.0,0.0,25.0,United-States,<=50K
44.0,Self-emp-inc,60087.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K.
59.0,Local-gov,130532.0,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K.
34.0,Private,224358.0,10th,6.0,Never-married,Other-service,Urmrandie,Black,Female,0.0,0.0,40.0,United-States,<=50K
36.0,INVALID,292570.0,INVALID,7.0,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
39.0,lm-oef-niSt-rpen,360814.0,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K.
55.0,Private,914261.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,25.0,United-States,<=50K
38.0,Private,167440.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,INVALID,4508.0,0.0,40.0,United-States,<=50K
23.0,Federal-gov,41432.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,15.0,United-States,INVALID
24.0,Private,145111.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
28.0,Private,206889.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K.
50.0,Private,175804.0,Bachelors,13.0,Married-civ-spouse,Slsa,Husband,White,Male,0.0,0.0,40.0,INVALID,>50K
39.0,Private,75995.0,HS-grad,9.0,Divorced,Exec-managerial,INVALID,White,Fmale,0.0,0.0,45.0,United-States,<=50K
36.0,Private,329980.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,27828.0,0.0,40.0,United-States,>50K
37.0,Private,112264.0,HS-grad,9.0,INVALID,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
45.0,Private,274689.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,UNITED-STATES,<=50K
64.0,Private,137205.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
45.0,Private,194698.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,Private,175643.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
67.0,Private,228200.0,HS-grad,9.0,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0.0,0.0,20.0,United-States,DVNIAIL
27.0,Private,269246.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,3464.0,0.0,45.0,United-States,<=50K.
40.0,Private,326310.0,INVALID,10.0,Married-civ-spouse,rCaft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
40.0,Self-emp-inc,190650.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,45.0,South,>50K.
24.0,Private,169532.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
33.0,?,914261,Some-college,10.0,,?,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,?,107801.0,Some-college,10.0,Never-married,,Own-child,White,Female,0.0,0.0,6.0,United-States,<=50K
,Private,312206.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K.
47.0,Self-emp-not-inc,182752.0,HS-grad,9.0,Married-civ-spouse,adm-clerical,iWfe,White,Female,0.0,0.0,35.0,Iran,<=50K
17.0,Private,190941.0,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K.
59.0,Private,181566.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4508.0,0.0,40.0,United-States,<=50K.
24.0,Private,177125.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K.
39.0,Private,,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,38.0,Inia,<=50K.
56.0,Private,67153.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,INVALID,Male,0.0,0.0,60.0,United-States,>50K.
50.0,Federal-gov,299831.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,INVALID,Female,0.0,880.0,40.0,United-States,<=50K
44.0,Private,210525.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
29.0,INVALID,210959.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Federal-gov,376455.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
37.0,Federal-gov,470663.0,INVALID,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,,282202.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,Mxceoi,<=50K.
32.0,Private,316470.0,INVALID,3.0,Married-civ-spouse,Craft-repair,Husband,INVALID,Male,0.0,0.0,60.0,Mexico,<=50K
62.0,Private,118696.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,190174.0,Some-college,10.0,Married-civ-spouse,INVALID,Wife,White,Female,0.0,0.0,30.0,United-States,<=50K.
38.0,Private,87556.0,Bachelors,13.0,Married-civ-spouse,INVALID,Husband,White,Male,7688.0,0.0,55.0,United-States,>50K
23.0,Local-gov,307267.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,10.0,,<=50K.
37.0,STATE-GOV,24342.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
29.0,Self-emp-not-inc,160786.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,INVALID,Male,0.0,0.0,35.0,United-States,>50K
24.0,Private,243368.0,reschool,1.0,rNered-avremi,Farming-fishing,Not-in-family,White,Male,0.0,0.0,36.0,Mexico,<=50K
30.0,Private,162370.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,34251,0.0,0.0,35.0,United-States,<=50K.
40.0,Private,343068.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K.
54.0,Private,76344.0,Bachelors,13.0,Never-married,Other-service,INVALID,White,Female,0.0,0.0,50.0,United-States,<=50K
48.0,Private,175925.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
31.0,Federal-gov,165949.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K.
24.0,Private,325596.0,Assoc-voc,11.0,Married-civ-spouse,Machine-tp-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K.
35.0,Private,914261.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K.
36.0,Private,101192.0,INVALID,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K.
24.0,Private,390348.0,HS-grad,9.0,12345,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,914261.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,35.0,United-States,<=50K
47.0,Private,67716.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,INVALID,Male,0.0,0.0,40.0,United-States,>50K
33.0,Private,79303.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
57.0,Local-gov,167457.0,7th-8th,4.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,INVALID
31.0,State-gov,286911.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
40.0,Self-emp-not-inc,284706.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,dkmAiIn-oE-iarmqen,INVALID,0.0,1977.0,60.0,United-States,>50K
33.0,Private,97723.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,50.0,INVALID,>50K.
34.0,Private,231238.0,9th,5.0,Separated,Farming-fishing,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Self-emp-not-inc,277700.0,Some-college,10.0,Separated,Handlers-cleaners,Own-child,White,Male,0.0,,45.0,United-States,<=50K
19.0,?,28967.0,Some-college,10.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,33115.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K.
42.0,Federal-gov,125461.0,Assoc-voc,11.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,323.0,40.0,United-States,INVALID
65.0,Local-gov,172646.0,9th,5.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
27.0,Private,99897.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,213722.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
31.0,Private,259931.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,304223.0,INVALID,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
51.0,Self-emp-not-inc,259323.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
31.0,Private,247328.0,11th,7.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
38.0,Private,200352.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K.
21.0,Private,256240.0,11th,7.0,INVALID,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Private,142326.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
36.0,Private,48972.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,Federal-gov,510072.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
23.0,Private,203078.0,Bachelors,13.0,Never-married,Adm-clerical,,Black,Male,0.0,0.0,24.0,United-States,<=50K
32.0,Self-emp-not-inc,38158.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,white,Male,7298.0,0.0,70.0,United-States,>50K.
43.0,Private,209149.0,HS-grad,9.0,INVALID,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
21.0,Private,191243.0,Some-college,10.0,INVALID,Other-service,Own-child,White,leaM,0.0,0.0,40.0,United-States,<=50K
32.0,Private,43403.0,INVALID,10.0,Divorced,Farming-fishing,Not-in-family,White,Female,0.0,1590.0,54.0,United-States,<=50K
27.0,Self-emp-not-inc,328518.0,INVALID,11.0,Never-married,Prof-specialty,Otehr-relative,White,Male,0.0,0.0,30.0,United-States,<=50K
31.0,INVALID,152351.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K.
30.0,Private,90446.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K.
51.0,Self-emp-not-inc,275924.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,50.0,Mexico,>50K.
19.0,Private,268524.0,Some-college,10.0,Never-married,sales,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
37.0,Private,329026.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
48.0,INVALID,33669.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,white,Male,0.0,0.0,60.0,United-States,<=50K
33.0,Private,188352.0,Masters,14.0,NEVER-MARRIED,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Private,914261.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,INVALID,73023.0,HS-grad,9.0,INVALID,Machine-op-inspct,Not-in-family,White,Male,2202.0,0.0,40.0,United-States,<=50K.
39.0,Local-gov,203482.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
37.0,Private,254202.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
27.0,Private,218785.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,Private,914261,INVALID,7.0,Never-married,INVALID,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
58.0,geFvd-aorl,12345,11th,7.0,Divorced,Craft-repair,Not-in-family,Black,INVALID,14084.0,0.0,40.0,United-States,>50K
38.0,?,212048.0,Prof-school,15.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,30.0,United-States,INVALID
20.0,Private,218215.0,Some-college,10.0,Never-married,Adm-clerical,,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Private,103824.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,taiHi,<=50K
35.0,Self-emp-not-inc,99357.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,>50K.
38.0,State-gov,220421.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,INVALID,<=50K
57.0,Private,157749.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
40.0,Locao-gov,26671.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,mealoF,0.0,0.0,40.0,United-States,<=50K.
78.0,Self-emp-not-inc,213136.0,HS-grad,9.0,widddoW,Exec-managerial,Not-in-family,White,Male,0.0,0.0,24.0,United-States,<=50K.
34.0,State-gov,61431.0,INVALID,8.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,379412.0,Some-college,10.0,INVALID,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
75.0,clS-epnfemi-,125197.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,INVALID,0.0,0.0,26.0,United-States,<=50K
53.0,Private,329222.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,nIaedsaaci-s-AnlPr,Male,0.0,1740.0,40.0,osaL,INVALID
19.0,Private,375114.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Local-gov,98130.0,Bachelors,13.0,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,39.0,United-States,<=50K
30.0,Private,205152.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,nHasdbu,White,Male,0.0,0.0,35.0,United-States,>50K.
34.0,Self-emp-not-inc,24961.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
31.0,Self-emp-inc,183125.0,INVALID,15.0,Married-civ-spouse,Prof-specialty,Wife,INVALID,Female,0.0,0.0,99.0,United-States,>50K.
32.0,Private,243243.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,77.0,United-States,<=50K.
38.0,Private,186934.0,Some-college,10.0,Married-civ-spouse,pta-rrcfaeri,Husband,White,INVALID,0.0,0.0,45.0,United-States,<=50K
43.0,Private,190786.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
22.0,Private,254351.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K.
50.0,Local-gov,92486.0,INVALID,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
82.0,Private,152148.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
42.0,Private,34218.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Male,99999.0,0.0,80.0,United-States,>50K.
50.0,geFeov-radl,186272.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,914261,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Private,203894.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
18.0,Private,170544.0,12345,7.0,Never-married,Handlers-cleaners,,White,Male,0.0,0.0,20.0,United-States,<=50K
19.0,Private,292583.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
25.0,Private,178037.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,INVALID,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,State-gov,144928.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,INVALID
48.0,Private,36503.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
67.0,Private,120900.0,NIAIDVL,4.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,12.0,United-States,<=50K.
42.0,Private,99254.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40.0,United-States,>50K
19.0,Private,145844.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
61.0,Private,35649.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,6.0,United-States,<=50K
35.0,Private,379959.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,119838.0,Bachelors,13.0,Never-married,Prof-specialty,,White,Male,0.0,0.0,50.0,United-States,<=50K
18.0,Private,242893.0,11th,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,INVALID
47.0,INVALID,148995.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,60.0,United-States,>50K
47.0,Private,167159.0,HS-grad,9.0,Married-civ-spouse,slsrceae-nnreladh,INVALID,White,Male,0.0,0.0,40.0,United-States,INVALID
20.0,Private,177287.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K.
29.0,Private,239632.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,INVALID,212437.0,Assoc-acdm,12.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,30.0,United-States,<=50K.
17.0,,329783.0,10th,6.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,10.0,United-States,<=50K
39.0,Private,188391.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,50.0,United-States,>50K
48.0,Private,255439.0,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,33310.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,INVALID,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Private,229180.0,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,ubaC,<=50K
23.0,PRIVATE,129121.0,HS-grad,9.0,Divorced,Sales,not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K.
20.0,?,371089.0,HS-grad,9.0,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
24.0,Local-gov,187397.0,Some-college,10.0,Never-married,Protective-serv,Unmarried,terO,Male,1151.0,0.0,40.0,United-States,<=50K
46.0,Private,282538.0,Assoc-voc,11.0,Separated,Machine-op-inspct,INVALID,Black,Female,0.0,0.0,40.0,United-States,
60.0,Private,143932.0,HS-grad,9.0,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,?,293091.0,HS-grad,9.0,Never-married,?,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
50.0,Local-gov,220640.0,Masters,14.0,Divorced,Prof-specialty,INVALID,Amer-Indian-Eseimo,Female,0.0,0.0,50.0,United-States,>50K
28.0,Private,118861.0,10th,6.0,Married-civ-spouse,Craft-repair,Wif,Other,Female,0.0,0.0,48.0,tmauaaeGl,<=50K
53.0,Private,317313.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
33.0,Private,180624.0,HS-grad,9.0,Divorced,Machine-op-inspct,unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K.
25.0,Local-gov,203408.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,INVALID,<=50K
35.0,Private,187693.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,INVALID,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,306440.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,66.0,ncrFa,<=50K
31.0,Private,142038.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,45.0,United-States,<=50K
19.0,tPavrei,405526.0,HS-grad,9.0,Never-married,,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Private,170148.0,Some-college,,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
35.0,Private,38468.0,INVALID,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,21.0,United-States,INVALID
28.0,Private,132686.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
